"source_path","destination_path","action","sha256","size_bytes"
"imports\2026-07-06-desktop-bzh\BZH_RESS\gpt_soirée_trio\Travail créatif dans un espace rétro-tech.png","media\visual\references\gpt-soiree-trio\bzhress_soiree-trio_v007.png","promoted","73E6B6659EA332C001E0B3F1906A58560D171987D0EEA99712EF7DAE7D14A9F3","2290684"
"imports\2026-07-06-desktop-bzh\BZH_RESS\gpt_soirée_trio\Travail créatif dans un univers steampunk.png","media\visual\references\gpt-soiree-trio\bzhress_soiree-trio_v008.png","promoted","D2E4905792BDF8C70FCF199286D371F5BD584AA0D9691CBDF2C187001D55CB4C","4446032"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\bzh montage.png","media\visual\covers\bzh-ress-posters\bzhress_poster_v001.png","promoted","51B5DA4953C883308740202CE2FC95661067E6D72BEAA871F1866D6931D7AAB5","8075444"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\le bon la brute et le truand.png","media\visual\covers\bzh-ress-posters\bzhress_poster_v002.png","promoted","5C654EFD4009D5B5B3BB323D99A6BF74C3E88A6660D710730CCD3E853F91EEC7","1238816"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\mutenrock.png","media\visual\covers\bzh-ress-posters\bzhress_poster_v003.png","promoted","2CF0D4C7AE207548AAE66FC29F74986487C6F50FA2F716A57010365290D133F6","30897956"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\poster aventus.webp","media\visual\covers\bzh-ress-posters\bzhress_poster_v004.webp","promoted","2CB4EF85783061B3CBEB503EEB836C1082364FC4C9472CCDA3A9BAFA234D0104","1060918"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\poster avetnus.png","media\visual\covers\bzh-ress-posters\bzhress_poster_v005.png","promoted","3AAF8136208F2F0B2EF85CCB1A72A436115C9F314B3D33DDDD343412DA3AB8CC","4340026"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\poster bzh power.webp","media\visual\covers\bzh-ress-posters\bzhress_poster_v006.webp","promoted","4CFD622768C3EBA1A48A756C30A76D8A8828A7CE5A96A1CE55FF44583F0DBCAC","1009898"
"imports\2026-07-06-desktop-bzh\BZH_RESS\poster\Thumbs.db","archives\import-metadata\2026-07-06\imports\2026-07-06-desktop-bzh\BZH_RESS\poster\Thumbs.db","metadata","B42183A5899E641D4E9F9BB778E9FBB799B25E174C9C65CDE757A1A19CB247CC","38912"
"imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\568978082799173-removebg.png","media\visual\social\stickers\bzh-ress\bzhress_sticker_v001.png","promoted","13217CB34CCEBBBE1EB51D707BBBF54630DCA3DE4D82B947B76B61EACAE060FA","615575"
"imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\image__1_-removebg-preview.png","media\visual\social\stickers\bzh-ress\bzhress_sticker_v002.png","promoted","294D07A6C968F08D26CB8687E2843C737826FD327697316F71C193F38F2BD1AB","234646"
"imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\image__11_-removebg-preview.png","media\visual\social\stickers\bzh-ress\bzhress_sticker_v003.png","promoted","2466D51D131FF52D3A1B8F0CEE7AF380EEC9FE265C96AEF4ACB276EAD0555D2E","322713"
"imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\image_2024-07-08_172538245-removebg-preview.png","media\visual\social\stickers\bzh-ress\bzhress_sticker_v004.png","promoted","55FEF69B8697400385C89E5D933A843EFD0487D2D98AC9D691F48F2D98D2A5F9","353436"
"imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\Thumbs.db","archives\import-metadata\2026-07-06\imports\2026-07-06-desktop-bzh\BZH_RESS\sticker\Thumbs.db","metadata","50902B1A71EEEDCE319CFB046CC85159070140C4D73C3B34BE36CA247B41C469","23552"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\bzh_chr_bd_humour.png","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v001.png","promoted","3E27E918D52D1C0D925A491825C7EC150657906D0CD079367288F5B9686125C8","9659833"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-07-08 23.34.59 - A cyberpunk-themed iPhone case design featuring the BZH Chronicles logo. The case should include vibrant neon colors, digital and virtual elements, an.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v002.webp","promoted","DACB378004068B3FAB60C48286647A326F16472C2135AF05943ACC2FE0923F49","453046"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-07-12 14.14.08 - A background with a BZH Chronicles theme, cyberpunk style, dark and mysterious atmosphere, but without any text or writing. The background should feat.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v003.webp","promoted","2840E07DD03EEF29E836500B1C8D3284A1DE0127673B862812DEB7B07FD9EEEE","465448"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-25 02.53.22 - A detailed portrait image showcasing an esports team uniform inspired by the BZH Power team, in a cyberpunk theme. The uniform features a black base w.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v004.webp","promoted","068295BB477B603A8FB7D869377FEFE8F4DE13A73F8053BF9F240AAD56E53899","672246"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-25 02.59.09 - A detailed portrait image showcasing an evening attire inspired by the BZH Power team, in a cyberpunk theme. The men's suit features a sleek black des.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v005.webp","promoted","C84FDBDCB60E5CD6BC3A3FDEB35419431D17FE9FC36C87D5552F451B49A830C3","601116"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-25 03.35.59 - A cover image for a manga titled 'BZH Power,' featuring the main characters of the team in a dynamic and action-packed pose. The characters are depict.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v006.webp","promoted","0D89A700D9068AACD1E30F928AD52B8EB72CD510090C8A59D419490CA2708DD4","456378"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-25 03.37.27 - A realistic image showing a person holding a manga titled 'BZH Power' in their hands. The cover of the manga features three main characters from the t.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v007.webp","promoted","D8194AFA47488B08D9CEA31FF1FD64A7FF67304E20CC1AFE883D772D3BD3CB33","361696"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-30 13.42.42 - A powerful pirate ship sailing through stormy seas, inspired by the 'BZH Chronicles' universe. The ship has a distinctive design that blends Breton cu.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v008.webp","promoted","08A8981CE090ACC1FCF358BE4AB18B5F7D8F8F76F7AEA994E654A41F0907B5BA","774814"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-08-30 14.21.52 - A pirate ship sailing through stormy seas, with black sails featuring the text 'BZH POWER' in bold letters. The ship has a mix of traditional pirate e.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v009.webp","promoted","38C2BA782D99FED859C27977E755E177CE382FE92FC6384732F0E9C0A713A875","630930"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.24.34 - A cyber guardian in sleek, neon-lit armor standing over a futuristic cityscape. The city is illuminated by vibrant, glowing towers with swirling elect.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v010.webp","promoted","AEC9198E7D9AC5E0C5A98EF64DF9FCC4F6FE9363DE14524D6E8CC2A92B9593B7","374778"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.24.43 - A massive and strangely built Victorian-era manor in a wide landscape view, featuring a mix of baroque and gothic architectural styles. The manor has .webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v011.webp","promoted","30EA5077306C18403D06675B231EFDDD12E658D8A103774B65C786B4B0B7FB5B","564366"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.25.23 - A cyber guardian in sleek, neon-lit armor standing over a futuristic cityscape. The city is illuminated by vibrant, glowing towers with swirling elect.webp","archives\import-duplicates\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.25.23 - A cyber guardian in sleek, neon-lit armor standing over a futuristic cityscape. The city is illuminated by vibrant, glowing towers with swirling elect.webp","internal-duplicate","AEC9198E7D9AC5E0C5A98EF64DF9FCC4F6FE9363DE14524D6E8CC2A92B9593B7","374778"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.33.41 - A futuristic logo for 'BZH Chronicles' with bold, angular letters glowing in neon blues and purples. Surrounding the text are sharp, high-tech shapes .webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v012.webp","promoted","5A91D0CA81B26DBEF7D739F8CA128E3A1EC1079FDB3C830765C4E95C54DB159F","352370"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.36.39 - A cosmic, creative logo with just the letters 'BZH,' glowing in vibrant blues, purples, and pinks. The letters are surrounded by swirling galaxies, co.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v013.webp","promoted","8F9F36E7D0E80F3B9177D61C85FE01A1CE1C5ED79DAB8C4E1D1E0E54CE015716","328442"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.43.03 - A fusion of cyberpunk, vaporwave, and Celtic aesthetics. The image features glowing neon spirals inspired by Celtic knotwork, with vibrant purples, bl.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v014.webp","promoted","B7287B736CDB147138AF3C8A70C1C9DC171E54AA3F34C4654375A91574539DC2","722726"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\DALL·E 2024-09-04 14.43.57 - A harmonious blend of cyberpunk, vaporwave, and Celtic aesthetics with the letters 'BZH' glowing in vibrant neon colors. The design features Celtic sp.webp","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v015.webp","promoted","C0B4FF40444D66ECF316A907168E8036AD587A33DE58CB820ADBB6E612A33A20","776224"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\e295ca410a2f4125bed6208fdc1f090e.jpg","media\visual\wallpapers\bzh-ress\bzhress_wallpaper_v016.jpg","promoted","335437C796579D586C83B8FDB2E2773E110FECD253D7A60B24DEA3AA66F83515","107215"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 18.09.03 - A trippy cyberpunk tapestry-style illustration. The background includes digital and virtual elements with vibrant neon colors. Numerous luminous, conn.webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v001.webp","promoted","CB19DA757B741BD3457057B8A1576B226287BC890DA22DC6E947E70F5E523013","913526"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.34.54 - A 16_9 tapestry-style illustration without any text. The design should include vibrant neon colors, digital and virtual elements, and a futuristic aes.webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v002.webp","promoted","69B6EBC2347C60A0E8A713D72BD1AAE4930074F6050AF119CCCCC0421D1518EE","945824"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.36.15 - A 16_9 tapestry-style illustration without any text. The design should include vibrant neon colors, digital and virtual elements, and a futuristic aes.webp","archives\import-duplicates\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.36.15 - A 16_9 tapestry-style illustration without any text. The design should include vibrant neon colors, digital and virtual elements, and a futuristic aes.webp","internal-duplicate","69B6EBC2347C60A0E8A713D72BD1AAE4930074F6050AF119CCCCC0421D1518EE","945824"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.36.21 - A trippy cyberpunk tapestry-style illustration representing 'Le Code'. The background includes digital and virtual elements with darker, ominous tones.webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v003.webp","promoted","7FB2F44D84E2AF7B5DA9A13457BBFAF5F62C7E718962DA836256762EE6F44087","829472"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.36.23 - A trippy cyberpunk tapestry-style illustration representing 'Le Code'. The background includes digital and virtual elements with darker, ominous tones.webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v004.webp","promoted","036E0868FFD41EEC6886886D6E1DA2860E9A0358493EDB19AFB67F112E09FFFB","860200"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-08 23.36.25 - A trippy cyberpunk tapestry-style illustration representing 'Le Code'. The background includes digital and virtual elements with darker, more ominous .webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v005.webp","promoted","5C7BA09C955928E992B6A051160F91904279CC088A2376FFEA7EEE4F8CD5078C","1000426"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-09 21.25.46 - A 9_16 tapestry-style illustration without any text. The design should include vibrant neon colors, digital and virtual elements, and a futuristic aes.webp","media\visual\merch\tapestries\bzh-ress\bzhress_tapestry_v006.webp","promoted","C2234283967ED97B9A5A2EE8FFAE68A6D0D98A37FB906CFFFC0B4DED11DBE567","603720"
"imports\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-10 20.00.03 - A cyberpunk dark fantasy artwork featuring MutenRock, the strategic mastermind. The image has somber and ochre tones. MutenRock is depicted as a confi.webp","archives\import-duplicates\2026-07-06-desktop-bzh\BZH_RESS\wallpaper\tenture\DALL·E 2024-07-10 20.00.03 - A cyberpunk dark fantasy artwork featuring MutenRock, the strategic mastermind. The image has somber and ochre tones. MutenRock is depicted as a confi.webp","internal-duplicate","4CFD622768C3EBA1A48A756C30A76D8A8828A7CE5A96A1CE55FF44583F0DBCAC","1009898"
