"source_path","destination_path","action","sha256","size_bytes"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_waluigi\4a3e6c51ab604dc183d58a085b7bba42.jpg","media\visual\references\bzh-dancers\waluigi\bzh_dancer_waluigi_v002.jpg","promoted","ACF9CA5488F001B86C183F02B575638CF532E9E58C77C58E4234A2D0E1E66A2B","81746"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_waluigi\4bbd633e82674c85b62ca15a470e961a.jpg","media\visual\references\bzh-dancers\waluigi\bzh_dancer_waluigi_v003.jpg","promoted","F29B1CF490863C13271B5CFEDD4ADE43E8D89ED3D77698508924C38EA502E405","69207"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_waluigi\b84f4d80e950407e807b4a391eeb97d4.jpg","media\visual\references\bzh-dancers\waluigi\bzh_dancer_waluigi_v004.jpg","promoted","B93FFD98106896B22D48DFF8E03F923868B34411881FF49ED7102EA457AA1442","69710"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_waluigi\image.png","media\visual\references\bzh-dancers\waluigi\bzh_dancer_waluigi_v005.png","promoted","CB285D1B7A1E384FCF99F08482069BC13D482BCAE5C043CED3B52A0E42469609","958706"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_wario\1eadc0b035d84536a094c8b517ae4c6e.jpg","media\visual\references\bzh-dancers\wario\bzh_dancer_wario_v001.jpg","promoted","0B16B4067F930CFC53A7E91F9B2B765A76DA22175BC047415655F4EDE01F5448","66359"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_wario\562543107325893.jpg","media\visual\references\bzh-dancers\wario\bzh_dancer_wario_v002.jpg","promoted","901A064F37E75EDCD7057C5E0C7AAB4DE2204A1E572C6D8D4DD91F03450562A1","175640"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\singer_wario\562602419023685.jpg","media\visual\references\bzh-dancers\wario\bzh_dancer_wario_v003.jpg","promoted","FF29F3974A06989B3B86D591C4701E698A797A935F52B95F9CC77B83DD3D401F","562528"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\038e8a626f0442d488535bad4611e5cc.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v001.jpg","promoted","DED9DA0A4CB7CE07CD32F58384978FFFC42AE7E7692EA29E8B0CCF3EE030DB24","75868"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\14bc1f5b69be4a6d8842be94f24b7632.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v002.jpg","promoted","D66E0A344FE69FE6BF76F6A2B4DCC2A14F5F67221384DF2E17C28A28782B1434","71313"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\21cb845a8d9b40c8ae6718ca28251a8e.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v003.jpg","promoted","70BC079E981239179FB16904BC648200F42BF86A27291E05D4417C1B47F43FA5","73399"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\44fa945bb1984a549ca7d4ede6449b7e.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v004.jpg","promoted","9BE60D5A09762263170561BEE28C1408835339B2FD94F4B0EE44B761B4FB27D0","72829"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\4fced16ba63a4343a5958fbf21cc90c6.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v005.jpg","promoted","0F95C73786A1F20AC63913583A8C66E0EBD484BAFC6C6EA004B4E988DF4F4BAA","80634"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\583332512644869.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v006.jpg","promoted","702EBBB66DCAC5C7CDD43C27589C5253CE704BF26CC7662D53FFA99ED8AB3D8C","608011"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\62b5f57861114f25b0f21ccd6f93cb2f.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v007.jpg","promoted","A4093C55E6078981A82C26A018E431A37EF22317EA660A733C48B6C504A72FDD","71126"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\ad6ad8791cfe4372b27604f4a435d817.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v008.jpg","promoted","8A19A6370A16570076B0E4B1DCC9544732270498431BBD855A2B664DB7E7513E","67734"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.29.52 - A low-poly, retro 3D model of a chubby man wearing a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, designed in.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v009.webp","promoted","72E5E36A67C93DC8EEB03292A63A189397343C43AFA45989811DFB2459975EE6","163882"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.51 - A low-poly, retro 3D model of a chubby man wearing a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, designed in.webp","archives\import-duplicates\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.51 - A low-poly, retro 3D model of a chubby man wearing a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, designed in.webp","internal-duplicate","72E5E36A67C93DC8EEB03292A63A189397343C43AFA45989811DFB2459975EE6","163882"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.53 - A highly realistic, robust and chubby man wearing a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, floating in .webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v010.webp","promoted","A4414A138599EC56E632C72C55924228E83E43884C3E7948F07BC3BF9FFA4AD0","404604"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.55 - A highly realistic, robust and chubby man wearing a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, floating in .webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v011.webp","promoted","F8DB9A1EA36A73060F9188647A54C36939B6C85EE3241E3306C7B37DF5F6D69E","374718"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.57 - A realistic, robust, and chubby man with a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, floating in outer spa.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v012.webp","promoted","D1BDB6E3207D8BD7050542AA9A360424FC6C4233C3C96247E8C25BACE598AAD4","348836"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.30.59 - A robust and chubby man with a yellow cap, thick mustache, purple vest, yellow shirt, purple pants, and green boots, floating in outer space. He has a.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v013.webp","promoted","2D3EE8AF05ACF43516333576D2BF19E0E4769D54A85D8DF57052BDDFB60570DE","352580"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.31.01 - A character dressed in a yellow cap, purple vest, yellow shirt, purple pants, and green boots is transported into outer space. The background shows th.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v014.webp","promoted","2CAA208820091CCEFD06BEFFC399D211D684A1C22098F5281CF6858453E6677B","326972"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\DALL·E 2024-09-04 14.37.52 - A tall, slim man with a purple hat, blue shirt, yellow bow tie, black overalls, and blue boots, floating in outer space. He has a long face and a curl.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v015.webp","promoted","85D9A5D73F655656365F9B9C358A895CC76273A9B775DC89A119DC2C921BA66A","429246"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\do.webp","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v016.webp","promoted","02393A85C5DA7BFF955780785594522DF3801D6BE56EA2BF39628BD6408B9C1F","116976"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_dancers\wario_rework\f2b226150b674f338b126efc532e7f5f.jpg","media\visual\references\bzh-dancers\wario-rework\bzh_dancer_wario-rework_v017.jpg","promoted","4DE24D73D3CC191F5DA0FC247FEC326D3656386032F84BF096DC76106BAB62B2","70253"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime that count the story of three gamers who fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accomp (1).png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v001.png","promoted","9BC53175B441B41496C4D396E406F33EE1328BA8E10808358B0B0F5FBA7ED133","861630"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime that count the story of three gamers who fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accompanie.png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v002.png","promoted","F3628E6EBF4F641DD91B5787909E072B5089874774156FC4AAA1A808129F1513","836997"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime. Three gamers fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accompanies them, her name is Ali (1).png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v003.png","promoted","BFBA19310EC56C7C2FAB920517466421B49B8E981D689D5047C6889D7755537B","878220"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime. Three gamers fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accompanies them, her name is Ali (2).png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v004.png","promoted","CFB4E94E8F3EA47CC2EF06EA398A5A04DE8A55EE475D80BC8C5243FDEECAC1BE","513008"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime. Three gamers fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accompanies them, her name is Ali (3).png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v005.png","promoted","41535FCB8A863E185D66C6BDCD9142CCE66CF37D321749A26BA1BABC03DCF3E5","520970"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\bzh_trio_footage\the opening of an anime. Three gamers fight through universe of pixels. MutenRock is the leader even if he is smaller than is sidekick Sniky. A mysterious beauty with long hair accompanies them, her name is Aligax..png","media\visual\references\bzh-trio-footage\bzh_trio_footage_v006.png","promoted","FF38E110FF98E74C68375451AD08CB66BA9D7BC54FD5AD5D7C8D390A36ED4881","852626"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\DALL·E 2024-09-13 17.54.07 - 'BZH POWER' floating in the center of a vast, swirling galaxy. The letters glow with vibrant cosmic energy, surrounded by spirals of stars, distant pl.png","media\visual\references\bzh-ress-montage\bzhress_montage_root_v001.png","promoted","111EFCE6E01647C83C796C04DC14AE51A887EDC6B408B1EBE29E93B5105DDE58","1067574"
"imports\2026-07-06-desktop-bzh\BZH_RESS\Montage\qsdqdqs.png","media\visual\references\bzh-ress-montage\bzhress_montage_root_v002.png","promoted","D882BC51E8581B0A9D97CE25398C9AF923DA505420409524EA465DF80E55F745","1176300"
